1,2,3,4,5,6,7,8,9,10
1998.173564,7.299070357,1983.602086,29.08972857,1954.671847,65.05387155,1911.805173,114.6664897,1855.627839,177.2033309
1838.725449,5.094670648,1828.550224,20.32225723,1808.312468,45.51410856,1778.236322,80.39121556,1738.654891,124.5673013
3098.439551,6.238655608,3085.974801,24.90440201,3061.145641,55.84698223,3024.151943,98.81731227,2975.291501,153.4694862
3478.799917,4.798676059,3469.209184,19.16823608,3450.080619,43.02942161,3421.519728,76.25062103,3383.684045,118.6485955
3899.154758,3.38023456,3892.397219,13.50921928,3878.90557,30.35183791,3858.726583,53.84969865,3831.930219,83.9213366
4249.49594,2.016000085,4245.464896,8.060175157,4237.410457,18.12105693,4225.347906,32.17955576,4209.300129,50.20899689
5069.746117,1.015479517,5067.715362,4.061104498,5063.655477,9.134434889,5057.569717,16.2314061,5049.462957,25.34633228
6189.933428,0.266286065,6189.400867,1.065098437,6188.335837,2.396299662,6186.738522,4.259660673,6184.609196,6.654860832
7739.998062,0.007753549,7739.982555,0.031014166,7739.95154,0.069781757,7739.905019,0.124056167,7739.842992,0.193837178
8369.847867,0.608519187,8368.630873,2.433899787,8366.197239,5.475610959,8362.547672,9.732768146,8357.683234,15.20413333
10449.32965,2.681227616,10443.96788,10.7221587,10433.24985,24.11454079,10417.18656,42.84462918,10395.79448,66.89320105
10918.49535,6.017753202,10906.46316,24.05774784,10882.42531,54.08021827,10846.43477,96.01898579,10798.57089,149.7816046
12457.02556,11.89492046,12433.24708,47.53425999,12385.78091,106.7819264,12314.80832,189.4116769,12220.60031,295.107982
13794.94135,20.22718412,13754.51664,80.79014545,13673.90423,181.3338063,13553.57674,321.268684,13394.23966,499.774347
17350.95599,36.15717926,17278.71698,144.3274862,17134.84079,323.6097382,16920.52608,572.5103083,16637.55833,888.9555692
17737.54747,49.77518623,17638.13677,198.5424195,17440.43047,444.6329861,17146.64622,785.2865022,16760.07938,1216.681877
18902.82148,68.65168829,18765.76743,273.6103357,18493.64856,611.9011523,18090.41441,1078.614151,17561.91758,1666.975415
22943.81828,104.6075259,22735.08016,416.5245338,22321.40638,930.0690269,21710.33257,1635.886087,20912.99029,2521.118286
26023.59948,145.3986984,25733.61445,578.349854,25160.11615,1289.191067,24315.90363,2262.058119,23219.81764,3475.23902
29520.366,198.2027524,29125.29125,787.4969302,28345.73423,1752.082773,27202.59589,3066.098453,25726.5253,4694.313461
31686.98702,251.5516717,31185.88066,998.2346248,30199.54877,2216.38532,28759.24973,3867.398673,26910.62886,5898.951515
33522.22081,310.3965531,32904.3018,1230.116448,31691.2971,2725.174222,29928.02963,4740.324545,27679.6556,7201.10364
39364.66358,420.2211958,38528.70709,1662.98908,36892.39447,3675.378655,34525.41037,6371.689515,31528.5561,9637.095518
42569.93294,518.6834536,41538.88581,2049.531704,39526.88871,4518.162957,36631.70177,7804.629842,32993.99813,11749.24749
46568.9494,641.9822125,45293.8351,2532.650343,42813.67719,5568.10751,39264.76645,9581.54785,34842.1243,14352.42291
49039.50648,759.0256626,47533.20323,2989.292172,44613.49317,6553.254982,40460.44006,11231.1181,35330.17016,16734.38928
54683.02583,943.8066144,52811.70231,3710.34875,49197.69094,8109.453008,44089.42053,13838.72291,37838.03599,20504.32576
57503.67328,1100.020858,55324.6745,4316.314248,51132.61283,9403.951832,45246.72368,15975.498,38115.23139,23530.51398
59494.70399,1254.535549,57012.08667,4912.884919,52255.14706,10668.10751,45622.99903,18037.33214,37672.08902,26402.27061
59981.15516,1387.310883,57238.62066,5421.636605,52005.81409,11731.89386,44764.05681,19737.65575,36179.45647,28702.54035
62224.61534,1571.55275,59121.20118,6128.448109,53225.91415,13213.23469,45130.56227,22114.69463,35647.81068,31939.24031
61753.03637,1696.127426,58407.36786,6599.443879,52081.07942,14174.94457,43464.43746,23596.06053,33497.6107,33834.84624
60486.63082,1799.985172,56940.22515,6987.275993,50266.41464,14949.00429,41253.69682,24744.5076,30966.90651,35216.46652
57633.29442,1851.826507,53989.1428,7171.212299,47165.44105,15279.97634,38032.15899,25144.31317,27753.7203,35506.59522
53453.81473,1848.61878,49820.50883,7140.959438,43052.16095,15151.24153,34076.96805,24780.95187,24125.76915,34709.49227
49446.90943,1835.175118,45844.66997,7070.785209,39170.00395,14936.78328,30404.61289,24276.24815,20837.69957,33715.543
45265.98065,1798.042957,41741.31611,6909.323317,35246.44882,14529.79019,26803.08047,23460.67483,17739.4297,32297.06786
40377.35958,1712.215431,37025.53578,6561.512381,30884.40174,13734.06668,22984.58174,22026.15786,14651.84828,30046.18126
37570.94476,1696.843228,34253.89404,6484.291127,28212.26787,13507.23333,20525.19176,21511.26646,12565.69342,29066.74955
35281.51835,1693.36131,31976.0698,6452.249773,25992.14763,13374.0031,18464.77757,21145.70846,10821.74538,28293.23478
32017.32679,1629.687714,28840.90276,6191.167501,23126.54736,12767.53679,16022.90256,20036.8803,8957.871241,26537.98805
31026.39983,1671.57881,27773.30021,6330.93518,21958.71464,12987.48324,14818.83237,20226.03131,7871.602645,26507.65364
29149.2034,1659.233785,25925.18289,6264.523001,20200.76769,12782.21848,13260.79283,19749.43479,6662.923625,25602.39234
29470.92082,1769.355196,26038.43778,6658.888992,19985.40775,13512.00753,12743.64359,20707.64118,6026.147039,26543.70012
27537.77186,1740.954613,24165.92684,6530.519956,18261.4404,13176.6423,11293.85404,20025.19764,4997.29953,25371.67933
26708.66281,1775.347973,23275.97579,6637.200371,17308.12956,13314.35251,10365.5076,20060.9622,4263.363185,25113.02651
26646.84384,1859.60446,23057.41122,6928.369351,16863.04818,13816.04426,9762.731872,20633.49188,3703.922461,25510.83669
26133.06642,1912.106332,22448.75891,7099.041313,16138.71454,14070.50123,9015.927424,20823.45487,3126.907907,25417.652
24374.04212,1867.366978,20782.37264,6908.170619,14678.62562,13607.23503,7897.47883,19950.94062,2477.22436,24032.48235
23225.28554,1860.823438,19652.72892,6858.877911,13629.62364,13424.4593,7047.604365,19495.56123,1973.840004,23165.47506
23429.32458,1960.800144,19671.82366,7200.536605,13388.3652,14001.85443,6638.390286,20135.58104,1634.243555,23591.35086
21148.03445,1846.650096,17615.98407,6755.681497,11758.62913,13049.8947,5577.169463,18578.83469,1183.537179,21453.50653
22447.37439,2042.938205,18547.42603,7444.961962,12134.9657,14284.26009,5491.275115,20127.70007,979.8979029,22896.43354
20853.98779,1976.099714,17089.04128,7173.13105,10952.38978,13667.90072,4714.938778,19056.97943,684.8952207,21346.10558
20599.57485,2030.404702,16738.89304,7340.834101,10502.14049,13889.18198,4287.637604,19157.3051,485.1487541,21119.36596
20647.38375,2114.885499,16634.23781,7615.230403,10210.08734,14305.1688,3939.602981,19513.92131,326.108267,21162.03251
20655.82386,2196.705562,16496.02798,7877.205786,9898.933249,14689.30719,3596.278536,19812.24049,197.8803636,21124.69068
21471.02141,2368.730504,16994.88398,8458.457487,9963.399573,15655.97043,3393.90362,20872.68809,105.484068,21870.02383
21798.49407,2492.667253,17098.19714,8863.112857,9786.066077,16280.78402,3111.068726,21449.81872,39.07805022,22073.48191
23085.62714,2734.071341,17941.28532,9679.430199,10017.46046,17643.28858,2956.74229,22964.65329,4.949592941,23197.28798
23536.02886,2884.699558,18120.1937,10167.87705,9862.338425,18388.28391,2686.91632,23639.26377,3.966423331,23425.34724
24643.55276,3123.571724,18792.32221,10960.8173,9962.432938,19664.16129,2488.783568,24960.83055,40.44754987,24250.5066
24548.8986,3215.543592,18539.00019,11232.58877,9564.922891,19988.22644,2174.584232,25045.24074,113.288565,23840.81845
24521.71211,3317.050993,18336.30748,11534.10984,9199.115636,20355.44711,1886.894868,25169.42757,222.3416493,23459.3895
26038.37561,3635.043652,19275.75247,12581.16166,9395.047368,22017.07463,1721.211292,26857.54083,389.860121,24493.91593
28736.95574,4137.675315,21057.3661,14253.43766,9961.943732,24730.95155,1610.93759,29753.03476,640.8793006,26531.3948
28116.5883,4172.854895,20390.18259,14306.11575,9353.969794,24607.36788,1316.513546,29188.16877,872.2164045,25430.02289
29189.97173,4462.760127,20946.7484,15226.16697,9308.740407,25959.4788,1121.105979,30349.65495,1199.58791,25814.51379
31201.86144,4911.367281,22152.20667,16674.83753,9526.564413,28175.29708,961.5315026,32456.71383,1637.652568,26929.48062
31116.827,5039.997175,21853.16175,17026.89323,9084.554256,28509.07888,748.5617946,32348.69619,2027.223032,26158.86136
31980.32538,5327.209663,22213.30049,17907.08105,8916.108887,29706.57701,579.8416874,33190.97907,2527.728517,26135.2779
33348.60297,5710.219003,22905.9151,19097.2938,8866.697188,31384.74576,434.9686309,34517.00178,3138.515492,26440.57532
33221.6898,5844.379543,22561.07746,19445.80338,8411.612743,31654.12668,292.1263983,34256.39118,3664.875682,25501.96419
34498.23971,6232.256584,23159.61072,20628.8855,8305.795321,33256.48122,185.6491866,35402.23816,4401.921743,25585.62403
35790.2164,6636.528819,23747.76084,21851.89574,8180.846353,34883.80703,100.4270112,36514.39378,5222.030215,25590.2922
36611.7691,6965.116291,24006.598,22812.30232,7932.206116,36055.86676,38.95857003,37097.16587,6047.707293,25181.48899
36660.25479,7152.251003,23751.12482,23299.74668,7515.567296,36455.88172,5.557578007,36854.59696,6795.924366,24199.9182
38522.6348,7704.01472,24655.30586,24961.37648,7459.154154,38657.31645,2.431796919,38383.57588,7951.890831,24348.18449
39136.80993,8019.735095,24740.70697,25842.22271,7143.936897,39607.42605,31.00244811,38610.54179,8933.428476,23626.81819
39464.61541,8282.867949,24637.29507,26542.66974,6777.39498,40254.21669,91.9926012,38510.3364,9899.148443,22698.23944
38948.86007,8369.42467,24008.45282,26670.38388,6279.495752,40017.69789,181.9277117,37555.25988,10675.23717,21285.90654
40418.5131,8888.810304,24595.71325,28165.86094,6103.806926,41805.89623,315.3494162,38469.78255,12042.35856,20930.87335
40704.03668,9158.033862,24448.44234,28853.82947,5743.818315,42358.91354,476.7938848,38202.84628,13120.87594,19915.5516
42034.42651,9671.965062,24915.97954,30298.00301,5528.325153,43986.24673,689.1060281,38862.95496,14596.05833,19372.28007
42701.84676,10044.96987,24974.83573,31284.00822,5219.935709,44907.72557,932.1764872,38850.89553,15908.81724,18477.47448
42868.76648,10305.92409,24734.52799,31908.89073,4856.323786,45283.48579,1200.675571,38341.34608,17071.66868,17356.98725
44827.42109,11010.04604,25511.50229,33887.66206,4691.151716,47537.0687,1565.114628,39371.95144,19015.95486,16921.48254
43180.90245,10831.67697,24234.61136,33140.0158,4160.141178,45945.05384,1836.604233,37204.24403,19449.17974,15137.91443
43036.0236,11021.92586,23814.9896,33519.38245,3802.918261,45920.79097,2188.288616,36335.12007,20519.28059,13953.54453
43592.0245,11395.14773,23780.47098,34444.27945,3518.905895,46621.81531,2608.660928,36026.82733,21939.3052,13013.64256
44024.5998,11742.63175,23671.43521,35277.55261,3232.200921,47169.36646,3059.697572,35576.54768,23325.69902,12042.89121
45844.0712,12473.34808,24291.14894,37241.68162,3046.422658,49182.49234,3658.40756,36184.22191,25506.36767,11431.00952
44986.8562,12482.20089,23485.80688,37036.34688,2691.43823,48301.26436,4081.572928,34641.78882,26220.38635,10166.34541
46250.36495,13082.93394,23785.29296,38575.4038,2476.531562,49672.80445,4729.63573,34706.53558,28175.53068,9413.202109
46507.50555,13408.46812,23556.33281,39285.34755,2214.248144,49939.55187,5319.612429,33969.91916,29549.34682,8465.700092
46466.86493,13650.54753,23175.88435,39739.78152,1952.618097,49862.33178,5904.480324,32996.99365,30728.77247,7506.367309
45574.64927,13638.53569,22379.00602,39449.82642,1676.278868,48848.55267,6394.188742,31425.87453,31307.77565,6476.945693
46495.23482,14170.34035,22473.24498,40722.80423,1482.694419,49754.15696,7163.022498,31093.34015,33117.07585,5756.060191
47209.62275,14649.4734,22456.50915,41825.16434,1291.046267,50412.60923,7946.363093,30579.72167,34802.53882,5033.915395
47009.52305,14848.80872,22002.1706,42115.67999,1088.515323,50070.16272,8605.772488,29455.6274,35806.11186,4261.203485
46588.80196,14976.09469,21450.71817,42195.46348,899.8031144,49471.77832,9237.079296,28200.95079,36603.89392,3535.284653
47895.13649,15664.58742,21689.22294,43840.91877,757.8271165,50681.55497,10245.2496,27969.03101,38754.51503,2987.266906
47179.94566,15696.28691,21009.36647,43634.4735,598.3223169,49727.82892,10849.85286,26541.99211,39256.30441,2365.462638
47766.33787,16161.32437,20911.73246,44623.18898,472.4326385,50124.46495,11770.48933,25849.67467,40808.84934,1872.621118
47463.83817,16328.22509,20424.52611,44776.72208,353.5256034,49565.52082,12494.34246,24671.69941,41577.34521,1404.475581
47727.57537,16690.68765,20183.05753,45456.51318,255.5471812,49576.90995,13383.19736,23792.04961,42808.11065,1017.194127
48290.67123,17163.52057,20063.90642,46421.14353,174.2000655,49873.71316,14385.88304,23048.90872,44289.70908,694.5100233
48942.47431,17675.78633,19974.58836,47473.89458,107.9735107,50234.10213,15451.03417,22328.986,45840.15235,431.0272562
47911.41683,17579.02372,19203.2324,46883.14133,55.06106911,48849.77247,15991.54041,20857.38498,45769.23927,220.0143829
47699.28552,17776.4699,18771.24332,47075.24218,20.74609991,48289.56827,16795.14364,19777.89447,46418.42278,82.95166955
50103.90611,18962.68571,19355.28949,49859.88998,3.076361479,50342.9338,18572.0181,19749.74214,49610.9397,12.30476185
48125.31027,18493.31556,18245.18337,48278.09166,1.279359713,47970.46179,18742.22889,17997.85617,48428.79127,5.11731588
48462.92874,18905.31184,18027.2373,48998.46779,15.90937472,47901.77716,19792.80128,17159.61823,49507.75966,63.61864539
47690.73235,18882.63829,17401.83559,48585.22697,45.97909285,46722.48449,20389.78748,15952.52477,49402.86022,183.7566074
48018.02461,19293.47816,17183.12187,49280.44696,92.7485815,46607.37117,21455.24074,15138.83898,50385.86429,370.3497176
48065.38062,19594.79495,16863.99313,49682.91753,155.1486433,46200.79581,22408.68137,14247.94108,51034.65029,618.7955373
47000.32254,19437.35893,16164.07977,48919.91095,227.9634677,44719.0833,22828.44922,13065.55091,50444.45701,907.8884116
46126.29012,19348.19249,15545.72264,48333.77112,313.4606528,43423.37242,23306.79793,11991.91114,49992.10236,1246.215397
46487.94583,19774.99689,15349.82087,49030.74481,421.2314057,43281.86705,24402.12439,11269.92761,50827.90282,1671.281955
45349.11812,19559.56401,14666.24113,48131.89804,528.0060509,41738.06081,24696.18459,10219.53716,49970.77399,2090.085161
46440.36607,20306.33573,14706.76482,49591.49015,675.1711285,42234.12246,26204.44593,9695.772991,51524.27661,2665.712818
44797.71114,19855.0031,13887.73374,48120.19913,794.8688151,40237.78304,26158.96341,8633.74894,49995.56523,3129.311192
45974.16495,20650.94882,13948.38331,49666.03223,977.1658608,40766.89513,27749.29018,8147.445598,51563.86659,3834.915375
46242.31326,21048.09277,13726.57857,50231.29716,1159.210392,40462.54585,28817.64309,7503.708045,52075.02674,4533.831316
44881.27403,20697.67577,13030.96754,49012.36424,1309.642304,38734.86049,28846.34933,6637.917548,50701.53933,5103.330662
46068.07578,21521.71984,13078.98321,50566.60138,1547.271091,39197.84988,30505.32267,6178.892083,52159.65073,6005.491741
44605.32621,21106.80582,12379.24946,49203.08792,1707.648982,37400.3094,30399.8467,5395.560931,50572.81073,6600.031387
46386.28788,22229.19683,12580.55073,51411.11812,2006.980418,38309.28022,32505.57508,5029.438989,52618.3261,7722.193369
45190.79075,21929.20861,11973.70514,50315.30302,2193.191303,36744.16027,32530.48028,4362.147887,51243.57413,8398.657641
44341.10122,21785.11645,11474.05985,49586.25818,2397.727736,35478.51046,32758.31276,3781.47185,50218.81154,9135.98724
45227.75812,22494.76108,11426.37124,50791.10426,2708.718245,35594.20056,34261.75141,3378.45214,51117.18866,10266.65191
44310.22993,22307.28577,10925.90927,49961.8321,2923.382055,34283.59419,34389.4237,2870.830743,49934.64908,11019.14174
44145.95964,22492.852,10620.61113,49969.1632,3192.82001,33563.89297,35072.48597,2452.871736,49563.45496,11965.26307
43624.73486,22492.75003,10236.41254,49561.7506,3443.409091,32576.30977,35449.66449,2051.545311,48754.48369,12826.58635
44218.02054,23068.08291,10116.23443,50413.02394,3793.710734,32414.73523,36723.29121,1732.883742,49151.00987,14042.70991
43263.72696,22834.19592,9647.013055,49490.83638,4019.574919,31118.96226,36694.25565,1386.869942,47791.43556,14781.59161
41766.51308,22299.11332,9073.768085,47930.85537,4187.798878,29462.43605,36150.33003,1070.567011,45813.13712,15295.78809
42834.6148,23131.33277,9063.214992,49305.73853,4620.373934,29617.81425,37807.28993,853.3376293,46616.07951,16757.11324
42413.43367,23163.55914,8736.79958,48961.20138,4907.204472,28731.26453,38148.34971,633.1409868,45758.01758,17667.85244
43544.87929,24048.36021,8729.252728,50403.76318,5389.268676,28883.76838,39884.47896,463.8775108,46533.70842,19257.45342
41557.3088,23205.63977,8104.080027,48226.14358,5487.77371,26977.30453,38736.3867,294.9739292,43952.99676,19457.0443
44231.52799,24970.53382,8387.363342,51452.81029,6217.319539,28085.54161,41930.10744,188.5858804,46262.24135,21866.94322
42249.12964,24111.05141,7786.903173,49257.29005,6307.29717,26225.87073,40705.99803,90.79794512,43662.48261,22000.13043
42353.06372,24430.88438,7583.973487,49482.02517,6701.248544,25687.1444,41447.92797,31.89419235,43212.80889,23175.4341
40201.06869,23437.00542,6990.705133,47059.26494,6728.199075,23808.97793,39936.48769,2.940197737,40461.48341,23065.05616
40427.04023,23817.79333,6823.825861,47408.92661,7143.608059,23366.63022,40743.77925,4.293456273,40104.24381,24268.91558
40251.83369,23962.70668,6591.889971,47281.46225,7496.435453,22692.1094,41132.07127,34.1448293,39323.63354,25232.38639
40263.86925,24218.23985,6394.373606,47366.89133,7890.205633,22126.30102,41693.63849,92.38959827,38704.89207,26306.09833
39927.83882,24262.56064,6146.111274,47035.64198,8219.972517,21375.04121,41874.38566,177.2649028,37734.47901,27139.19779
39795.89622,24428.14085,5934.478872,46937.4887,8594.241257,20741.27312,42246.73835,289.5978039,36943.62395,28092.26111
40221.83191,24938.10393,5807.600749,47491.1529,9098.942898,20396.09825,43198.39344,434.3928141,36645.81444,29438.56471
39077.09275,24469.89246,5460.239881,46182.98991,9247.537772,19266.88488,42437.71104,586.1744321,34911.18528,29606.86122
37683.67926,23830.3665,5092.769019,44572.01403,9316.96603,18053.26586,41360.36654,748.7858142,32982.93675,29510.41497
36967.38332,23606.07072,4829.248337,43753.98737,9537.300916,17196.36234,40985.73318,938.9855412,31670.66552,29878.2231
37134.20061,23942.37236,4686.362696,43974.84799,9985.240081,16761.08256,41567.74756,1172.736817,31111.30513,30932.14899
36127.96284,23517.2095,4401.883955,42800.31956,10113.92954,15811.32888,40811.59692,1387.386746,29572.66363,30973.3014
36545.89505,24015.50841,4296.257873,43306.97815,10640.01418,15496.68649,41641.78479,1675.719016,29199.7373,32204.70326
35777.49964,23732.10343,4055.385961,42402.16208,10821.6956,14687.74526,41100.5591,1929.156692,27875.7843,32364.97353
35086.63142,23491.11946,3832.111896,41583.58619,11014.924,13934.51483,40618.71299,2196.267817,26632.45432,32542.98496
35586.51226,24046.20273,3742.393829,42170.81132,11584.295,13661.26036,41497.27459,2557.385658,26289.03258,33801.36584
35910.08314,24487.26522,3633.541274,42543.54848,12110.18646,13314.24159,42160.54456,2934.321694,25791.90697,34889.66096
33847.62822,23290.51914,3292.772872,40084.94527,11815.0038,12110.19587,39992.87456,3118.368446,23611.39119,33601.08029
33974.40469,23588.18806,3175.140131,40214.81831,12264.89558,11719.62986,40381.50991,3502.755444,22993.72683,34422.98163
33853.0088,23713.57469,3036.897686,40045.95328,12628.86187,11248.68747,40459.33419,3879.878005,22204.72946,34970.79327
33344.87036,23564.13533,2868.890382,39415.21057,12844.34933,10662.66948,40055.14206,4222.933701,21172.99181,35083.34204
31786.53093,22659.71745,2620.566699,37540.33879,12633.26166,9772.094115,38361.86104,4424.329681,19516.52076,34028.46545
32284.42157,23214.52814,2548.07002,38090.39744,13229.36793,9532.456826,39128.99711,4914.600218,19144.55202,35131.27499
32567.3611,23619.5692,2458.380942,38381.33872,13749.83644,9225.8177,39624.30029,5397.937879,18629.4156,35988.98858
31647.82014,23148.52098,2282.561197,37251.55631,13757.2912,8592.151774,38638.69972,5688.027707,17441.34321,35482.24395
31180.12012,22999.33054,2146.409889,36651.34201,13946.20347,8103.601847,38184.27692,6053.877456,16533.71809,35434.66047
30306.96127,22542.70929,1989.101057,35572.53019,13939.06858,7531.314461,37214.11402,6334.718774,15442.21662,34880.89072
29160.66356,21870.37235,1822.604136,34172.69177,13782.7114,6920.186861,35888.3524,6540.545518,14257.26471,33959.13944
29332.27694,22180.36898,1743.805551,34315.198,14238.6875,6638.937127,36168.1982,7038.750125,13741.39057,34533.93477
29980.60072,22855.8349,1693.171145,35009.82028,14938.27096,6463.091867,37023.91155,7675.618494,13437.59239,35654.60227
27217.06131,20917.1112,1458.253371,31721.21524,13912.1246,5580.534659,33649.73354,7414.929672,11653.12103,32668.71675
29132.5068,22569.00285,1478.746212,33884.10554,15268.13082,5672.893473,36045.89611,8425.145286,11895.80139,35263.96322
29374.5527,22937.7345,1410.493938,34091.79674,15776.31125,5423.949104,36360.30015,8997.257645,11419.98696,35829.40975
28306.2052,22278.02707,1283.779699,32777.20589,15571.08837,4948.048387,35039.52176,9162.713932,10458.85444,34763.49161
27859.08098,22097.80387,1191.436069,32182.53222,15688.82387,4602.3463,34475.2234,9511.092336,9764.945775,34422.72634
26605.33592,21267.19037,1071.055747,30657.52705,15330.9041,4146.218729,32901.64374,9561.360555,8829.257849,33048.53423
26610.07666,21434.76284,1006.531227,30583.10202,15682.5045,3904.503647,32873.77,10048.35897,8343.749224,33205.29442
26295.80204,21343.35305,932.7249646,30139.86028,15842.59488,3625.416274,32440.79614,10415.61841,7773.55251,32938.39255
25425.69353,20793.40096,843.9547381,29060.27174,15652.68628,3286.675072,31313.22826,10546.54457,7070.145308,31946.59146
25900.66438,21340.92664,802.7287608,29516.35526,16285.97499,3131.89929,31832.09258,11233.38821,6758.242163,32619.92922
25604.94313,21254.42277,739.1942759,29090.67316,16437.24018,2889.131399,31392.62411,11594.22902,6253.064701,32300.1381
23744.14171,19855.4122,636.8820335,26891.68296,15555.49601,2493.481668,29030.93236,11209.28846,5412.245946,29980.35098
